1627;20219432;3273230; SMP KEMAH INDONESIA 4
1628;121232730002;3273240;MTs Ar-Rohmah
1629;20219408;3273240; SMP NEGERI 26
1630;69942302;3273240; SMP SEMI PALAR
1631;20219439;3273240; SMP MUHAMMADIYAH 6
1632;20219454;3273240; SMP INDONESIA RAYA
1633;121232730001;3273250;MTs Al Inayah
1634;20219486;3273250; SMP PGRI 5
1635;20219516;3273250; SMP PASUNDAN 12
1636;20219405;3273250; SMP NEGERI 29
1637;20219447;3273250; SMP MIFTAHUL IMAN
1638;69935557;3273250; SMP TEMASEK INDEPENDENT SCHOOL
1639;20219185;3273250; SMP BINA DHARMA 3
1640;20219449;3273250; SMP KARTIKA XIX-2
1641;20219517;3273250; SMP PASUNDAN 10
1642;20219341;3273250; SMP NEGERI 15
1643;20219330;3273250; SMP NEGERI 12
1644;69895381;3273250; SMP DAARUT TAUHIID BOARDING SCHOOL
1645;20219429;3273250; SMP LABORATORIUM-PERCONTOHAN UPI
1646;20219191;3273260; SMP AL HUSAINIYYAH
1647;20219389;3273260; SMP NEGERI 52
1648;69895404;3273260; SMP KUNTUM CEMERLANG
1649;20219469;3273260; SMP KRISTEN HIDUP BARU
1650;20219475;3273260; SMP PGRI 2
1651;20219201;3273260; SMP BUNGA BANGSA
1652;121232130001;3213010;MTs SAGALAHERANG
1653;121232130002;3213010;MTs Al-Hidayah
1654;121232130003;3213010;MTs Al Ghoniyatul Ilmiyah
1655;20233640;3213010; SMP TERPADU RAHMATIKA
1656;69946848;3213010; SMP ISLAM TERPADU ADZIKRI
1657;20217004;3213010; SMP NEGERI 1 SAGALAHERANG
1658;69880231;3213011; SMP NASIONAL
1659;69875562;3213011; SMP BINA BHAKTI MANDIRI
1660;20217005;3213011; SMP NEGERI 1 SERANGPANJANG
1661;121232130005;3213020;MTs Rumnawati
1662;20245305;3213020; SMPIT AS-SYIFA BOARDING SCHOOL
1663;20254597;3213020; SMP PELITA NUSA
1664;69726025;3213020; SMPS TERPADU NURUL BAYAN
1665;20268421;3213020; SMP EL YASIN
1666;20233605;3213020; SMP NEGERI 1 JALANCAGAK
1667;20233600;3213020; SMP MODERN RIYADHUL JANNAH
1668;20233615;3213020; SMP NEGERI 2 JALANCAGAK
1669;60728692;3213020; SMPS IT DARUL ULUM
1670;121232130007;3213021;MTs Al Ikhlas
1671;121232130008;3213021;MTs Al-Hidayah
1672;69899663;3213021; SMP IT AL-JUMHURIYAH
1673;20233610;3213021; SMP NEGERI 1 CIATER
1674;121132130001;3213030;MTs Cisalak
1675;121232130009;3213030;MTs Nurul Hikmah
1676;121232130010;3213030;MTs Bani Ma sum
1677;121232130011;3213030;MTs Al-Mubarok
1678;20264718;3213030; SMP NEGERI 2 CISALAK
1679;69858823;3213030; SMP ISLAM DAARUL QOLAM
1680;20264717;3213030; SMP NU DARUL FALAH
1681;20233593;3213030; SMP AL HUSNA
1682;69952404;3213030; SMP IT AL-MUAAWANAH
1683;20233637;3213030; SMP PLUS PAGELARAN
1684;20217050;3213030; SMP NEGERI 1 CISALAK
1685;20264716;3213030; SMP CITRA TRI TUNGGAL
1686;69786279;3213030; SMPS TERPADU DARUL ULUUM
1687;69875566;3213030; SMP ISLAM LEUWINUTUG
1688;121132130002;3213031;MTs Kasomalang
1689;121232130012;3213031;MTs Nurul Huda
1690;121232130013;3213031;MTs Al-Wutsqo Panembong
1691;121232130014;3213031;MTs PP. Darussalam
1692;121232130059;3213031;MTs Fathul Khoer
1693;20245306;3213031; SMP ISLAM BINA BANGSA
1694;20268160;3213031; SMPS BINA KUSUMAH
1695;69905972;3213031; SMP MIFTAHUL RIDWAN
1696;20233627;3213031; SMP NURUL GINA ABIDIN
1697;69725654;3213031; SMPS IT RAUDHATUL ULUUM
1698;20216995;3213031; SMP NEGERI 1 KASOMALANG
1699;20233623;3213031; SMP NEGERI SATU ATAP 1 KASOMALANG
